C/R,Product,Application,DTS #,Description,Status (6.07),Pri,Ass'd DTSs,Releases,PP ,Programs,Date Checked,6.07 Chg #,Due Date,To Be Shipped (6.07),Shipping Test,Shipping Live,LSS,CCD,MU2,Resp App,Dev OK'd,Comments
,CS,LAB,12454,INFCE: Performing Site Result Code not being sent in OBX|16.2,Submitted,3,,6.07S,,,6/19/2015,,,,,,,,,,,
,CS,LAB,12457,INFCE: MIC organism skipped if orphaned brace with no text after organism,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,"LAB.C.SPEC.xo.format.hl7.discres.comp, LAB.C.SPEC.xo.format.hl7.discres.nomen, LAB.C.SPEC.xo.format.res.hl7.comp",6/19/2015,LAB 1781,11/20/2014,,Y,Y,,,Y,,,
,CS,LAB,12466,INFCE: LAB RESULTS Incorrect status can be sent in OBX|11 for MIC specimens,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"LAB.C.SPEC.xo.format.hl7.discres.comp, LAB.C.SPEC.xo.format.hl7.discres.nomen",6/19/2015,LAB 1615,5/15/2014,,Y,Y,,,Y,,,
,CS,LAB,12482,INFCE: LAB RESULTS Incorrect status can be sent in OBX|11 for MIC specimens,,3,,,,"LAB.C.SPEC.xo.format.hl7.discres.comp, LAB.C.SPEC.xo.format.hl7.discres.nomen",6/19/2015,,,,,,,,Y,,,
,CS,LAB,12495,INFCE: Cancel Comments missing from 'nomen' MIC messages to OV,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,LAB.C.SPEC.xo.format.hl7.discres.nomen,6/19/2015,LAB 1695,9/18/2014,,Y,Y,,,Y,,,
,CS,LAB,12508,INFCE - Make use of provider ID type parameter for LAB orders interfaces,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,LAB.C.REQ.xo.format.ord.hl7.comp,6/19/2015,LAB 1782,11/20/2014,,Y,Y,,,,,,
,CS,LAB,12509,"INFCE - Add insurance segments (DG1, GT1, IN1) to LAB orders outbound messages",Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,LAB.C.REQ.xo.format.ord.hl7.comp,6/19/2015,LAB 1783,11/20/2014,,Y,Y,,,,,,
,CS,LAB,12519,"INFCE: When Collection Time is ""UNK"", Populate ""0000""",Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,LAB.C.SPEC.xo.format.hl7.discres.nomen,6/19/2015,LAB 1696,9/18/2014,,Y,Y,,,Y,,,"If patched, see shipping ring for correct code"
,CS,LAB,12523,INFCE: SPM|4 generates component 4 and 5 incorrectly - v2.5.1 (LAB),Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,LAB.C.SPEC.xo.format.hl7.discres.nomen,6/19/2015,LAB 1697,9/18/2014,,Y,Y,,,Y,,,
,CS,LAB,12526,INFCE: LABRES Infce No Longer Posting Degree to MIC OBR|16.7 & ORC|12.7,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,LAB.C.SPEC.xo.format.hl7.discres.nomen,6/19/2015,LAB 1784,11/20/2014,,Y,Y,,,Y,,,
,CS,LAB,12533,"INFCE: SPM|2.1.2.2, OBR|32.1.1.9 blank if sending app parameter is blank",Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,LAB.C.SPEC.xo.format.hl7.discres.nomen,6/19/2015,LAB 1785,11/20/2014,,Y,Y,,,Y,,,
,CS,LAB,12540,"Infce: Send ""F"" in OBR|25 if previous result was ""NP""",Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,"LAB.C.SPEC.xo.format.hl7.discres.comp, LAB.C.SPEC.xo.format.hl7.discres.nomen",6/19/2015,LAB 1680,8/21/2014,,Y,Y,,,Y,,,
,CS,LAB,12556,NMI: ROSR - Abnormal flag not appearing for Multiple Type Prompts,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,"LAB.C.SPEC.xo.format.hl7.discres.comp, LAB.C.SPEC.xo.format.res.hl7.comp",6/19/2015,LAB 1996,4/16/2015,Y,,,,,,,,
,CS,LAB,12608,INFCE: LAB PH - Remove Scale Type check in processing Prompt Result in OBX|5,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,"LAB.C.SPEC.xo.format.hl7.discres.nomen, LAB.TOOL.BOX.init.x.msg.type",6/19/2015,LAB 1738,11/20/2014,,Y,Y,,,Y,,,
,CS,LAB,12639,LAB: Tests Deleted off LAB req continue to display incorrect results in EAR,Completed,2,Y,"6.0C, 6.07C, 6.08C",,LAB.C.SPEC.xo.format.hl7.discres.mpm,6/19/2015,LAB 1786,7/29/2014,,Y,Y,,,,,,
,CS,LAB,12640,INFCE: LAB Drivers don't set up MIS Time Zone Offset until after Msg Formatted,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,"LAB.C.REQ.xo.driver.ord, LAB.C.REQ.xo.format.ord.hl7.comp, LAB.C.SPEC.xo.driver.res, LAB.C.SPEC.xo.format.hl7.discres.comp, LAB.C.SPEC.xo.format.hl7.discres.mpm, LAB.C.SPEC.xo.format.res.hl7.comp",6/19/2015,LAB 1787,12/18/2014,,Y,Y,,,,,,
,CS,LAB,12643,"INFCE: Restrictions for LAB RES driver FAIL-SEND msgs if Holder Msg is ""Y""",Submitted,3,,6.07S,,,6/19/2015,,,,,,,,,,,
,CS,LAB,12647,INFCE: Remove Number Check for Patient Names in LAB Results to PH,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,LAB.C.SPEC.xo.format.hl7.discres.nomen,6/19/2015,LAB 1918,,,Y,Y,,,Y,,,
,CS,LAB,12660,NMI/MIC: MIC Absence of Findings Prompt not referenced in NMI message,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,LAB.C.SPEC.xo.format.hl7.discres.nomen,6/19/2015,LAB 1698,11/20/2014,,Y,Y,,,Y,,,
,CS,LAB,12664,"DDP 19300: Formatter changes to support Collection Method, Amount, & Unit",Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,"LAB.C.SPEC.xo.format.hl7.discres.nomen, LAB.TOOL.BOX.init.x.msg.type",6/19/2015,LAB 1739,9/18/2014,,Y,Y,,,Y,,,
,CS,LAB,12680,INFCE: Tests Deleted off LAB continue to send incorrect results to OV,Submitted,3,Y,"6.0S, 6.07S, 6.08S",,,6/19/2015,,,,,,,,Y,,,
,CS,LAB,12687,INFCE: MIC PH Results - Send MIC Specimen description nomenclature in SPM|8,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,"LAB.C.SPEC.xo.format.hl7.discres.nomen, LAB.TOOL.BOX.init.x.msg.type",6/19/2015,LAB 1859,1/15/2015,,Y,Y,,,Y,,,
,CS,LAB,12691,"LAB: RES OV Interface leaving audit on G-type tests, spec. stuck at RES status",Draft,3,,"6.0D, 6.07D, 6.08D, 6.1D, 6.14D, 6.15D",,"LAB.C.SPEC.xo.format.hl7.discres.comp, LAB.C.SPEC.xo.format.hl7.discres.nomen, LAB.C.SPEC.xo.format.res.hl7.comp",6/19/2015,,8/20/2015,,,,,,Y,,,
,CS,LAB,12706,NMI: OBR|25 not sending correct flag for corrected MIC results,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,LAB.C.SPEC.xo.format.hl7.discres.nomen,6/19/2015,LAB 1919,3/19/2015,,Y,Y,,,Y,,,
,CS,LAB,12719,NMI: OBR|32 in MIC nomen formatter is not formatting correctly,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,LAB.C.SPEC.xo.format.hl7.discres.nomen,6/19/2015,LAB 1788,11/20/2014,,Y,Y,,,Y,,,
,CS,LAB,12721,INFCE: LAB.RES.PH OBX|5 Lab Results wrong format for inequality values,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,LAB.C.SPEC.xo.format.hl7.discres.nomen,6/19/2015,LAB 1789,11/20/2014,,Y,Y,,,Y,,,
,CS,LAB,12723,"LAB INFCE: ELR should populate sending.fac.oid for OBR, ORC and PV1",Submitted,3,,"6.0S, 6.07S, 6.08S, 6.1S, 6.13S, 6.14S, 6.15S",,,6/19/2015,,,,,,,,Y,,,
,CS,LAB,12724,MIC: INFCE OBR|27 can be Sent as a Blank Space when MIC Spec Description Blank,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,"LAB.C.SPEC.xo.format.hl7.discres.comp, LAB.C.SPEC.xo.format.hl7.discres.mpm",6/19/2015,LAB 1790,11/20/2014,,Y,Y,,,,,,
,CS,LAB,12726,Infce: ARRA II interface changes to support Suppress Multiple SPM parameter,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,LAB.C.SPEC.xo.format.hl7.discres.nomen,6/19/2015,LAB 1740,10/16/2014,,Y,Y,,,Y,,,
,CS,LAB,12731,"INFCE: LAB-PH: ""ST"" should be sent in OBX|2 if Lab Res in OBX|5 is a string",Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,LAB.C.SPEC.xo.format.hl7.discres.nomen,6/19/2015,LAB 1820,12/18/2014,,Y,Y,,,Y,,,
,CS,LAB,12760,INFCE: Parameter in Msg Gen to suppress MIC free text result line OBX segments,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,LAB.C.SPEC.xo.format.hl7.discres.nomen,6/19/2015,LAB 1821,12/18/2014,,Y,Y,,,Y,,,
,CS,LAB,12791,LAB: OBR|13 does not Respect Escape Char Processing Flag in Message Generator,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,LAB.C.SPEC.xo.format.hl7.discres.comp,6/19/2015,LAB 1791,11/20/2014,,Y,Y,,,,,,
,CS,LAB,12795,ELR: Incorrect Value Type in OBX|2 for OrdQn Scale Type,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,"LAB.C.SPEC.xo.format.hl7.discres.nomen, LAB.TOOL.BOX.init.x.msg.type",6/19/2015,LAB 1792,11/20/2014,,Y,Y,,,Y,,,
,CS,LAB,12807,INFCE: MIC MEDINET.SR msgs OBR|25 and OBX|11 values do not match,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,LAB.C.SPEC.xo.format.res.hl7.comp,6/19/2015,LAB 1860,2/19/2015,,Y,Y,,,,,,
,CS,LAB,12823,MEDINET SORR: READ-WARN Messages w/ Invalid Result Code Error,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,"LAB.C.SPEC.xi.file.res.hl7.nomen, LAB.C.SPEC.xi.results, LAB.L.SPEC.xi.file.res.hl7.nomen, LAB.M.SPEC.xi.file.res.hl7.nomen",6/19/2015,LAB 1983,5/21/2015,Y,,,,,,,,
,CS,LAB,12828,INFCE - Sub ID not always displaying correctly in ELR MIC results,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,"LAB.C.SPEC.xo.format.hl7.discres.comp, LAB.C.SPEC.xo.format.hl7.discres.nomen, LAB.C.SPEC.xo.format.res.hl7.comp",6/19/2015,LAB 1861,3/19/2015,,Y,Y,,,Y,,,
,CS,LAB,12845,INFCE: Separator and Comparator Characters in OBX|5 LAB Result String,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,LAB.C.SPEC.xo.format.hl7.discres.nomen,6/19/2015,LAB 1862,2/19/2015,,Y,Y,,,Y,,,
,CS,LAB,12859,INFCE: MIC Sensitive Procedures not displaying LOINC codes in OBR|4 for ELR,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,LAB.C.SPEC.xo.format.hl7.discres.nomen,6/19/2015,LAB 1822,2/19/2015,,Y,Y,,,Y,,,
,CS,LAB,12863,INFCE: OBX|8 contains a blank value when no abnormal flag provided from LAB,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,LAB.C.SPEC.xo.format.hl7.discres.nomen,6/19/2015,LAB 1823,12/18/2014,,Y,Y,,,Y,,,
,CS,LAB,12864,INFCE: Allow the ELR interface to filter NTE Query segments,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,LAB.C.SPEC.xo.format.hl7.discres.nomen,6/19/2015,LAB 1933,4/16/2015,,Y,Y,,,Y,,,
,CS,LAB,12903,"INFCE: Enable ""Footprint"" for LAB Results and Order Driver",Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.14C, 6.15C",,"LAB.C.REQ.xo.driver.ord, LAB.C.SPEC.xo.driver.res",6/19/2015,LAB 1856,,,Y,Y,,,Y,,,
,CS,LAB,12927,INFCE: Unit field value not valid for both KB and MIC results,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,LAB.C.SPEC.xo.format.hl7.discres.nomen,6/19/2015,LAB 1921,3/26/2015,,Y,Y,,,Y,,,
,CS,LAB,12931,INFCE: xo LAB ORD messages should look to msg gen param to determine ORC|4,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,LAB.C.REQ.xo.format.ord.hl7.comp,6/19/2015,LAB 1942,6/18/2015,,Y,Y,,,,,,
,CS,LAB,12940,INFCE:PV1|7/8/18 OBR|16 ORC|12/21 Sending Receiving Fac not Sending Fac OID,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,LAB.C.SPEC.xo.format.hl7.discres.nomen,6/19/2015,LAB 1934,4/16/2015,,Y,Y,,,Y,,,
,CS,LAB,12944,"LAB-PH: OBX|2 Should Be ""ST"" When OBX|5 Is Nonnumeric, Including Hyphen Value",Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,LAB.C.SPEC.xo.format.hl7.discres.nomen,6/19/2015,LAB 1922,3/19/2015,,Y,Y,,,Y,,,
,CS,LAB,12983,INFCE: LAB Nomen code can have blank PV1|2 value,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,LAB.C.SPEC.xo.format.hl7.discres.nomen,6/19/2015,LAB 1923,6/18/2015,,Y,Y,,,Y,,,
,CS,LAB,12986,INFCE - Parameterize UTC Offset for ELR Interface,Draft,3,Y,"6.0D, 6.07D, 6.08D, 6.1D, 6.14D, 6.15D",,LAB.C.SPEC.xo.format.hl7.discres.nomen,6/19/2015,,8/20/2015,,,,,,Y,,,
,CS,LAB,12991,INFCE: Sensitivity and Antibiotic comments missing from Public Health ELR,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,LAB.C.SPEC.xo.format.hl7.discres.nomen,6/19/2015,LAB 1935,4/16/2015,,Y,Y,,,Y,,,
,CS,LAB,12993,INFCE: Missing parent result id (OBR-26) for MIC susceptibility,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,LAB.C.SPEC.xo.format.hl7.discres.nomen,6/19/2015,LAB 1936,4/16/2015,,Y,Y,,,Y,,,
,CS,LAB,13000,INFCE: Send Consulting and Other Providers in PV1|9 for Public Health ELR,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13Q, 6.14C, 6.15C",,LAB.C.SPEC.xo.format.hl7.discres.nomen,6/19/2015,LAB 1998,7/16/2015,Y,,,,,Y,,,
,CS,LAB,13007,LAB: Add Third Party Billing parameter to include DG1/GT1/IN1 Segments,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,LAB.C.REQ.xo.format.ord.hl7.comp,6/19/2015,LAB 1943,6/18/2015,,Y,Y,,,,,,
,CS,LAB,13019,INFCE: Add patient account number back into PID|18 for LAB Results,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,LAB.C.SPEC.xo.format.hl7.discres.nomen,6/19/2015,LAB 1937,4/16/2015,,Y,Y,,,Y,,,
,CS,LAB,13021,MIC: ELR INFCE: Res not respecting recipient settings of prompt answer code,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,LAB.M.SPEC.xo.res.recipient.check,6/19/2015,LAB 1905,3/5/2015,,Y,Y,,,,LAB,,
,CS,LAB,13023,INFCE: Suppress Lab Result Messages with no OBX segments,Submitted,3,Y,"6.0S, 6.07S, 6.08S, 6.1S, 6.13S, 6.14S, 6.15S",,,6/19/2015,,,,,,,,Y,,,
,CS,LAB,13026,INFCE: Allow suppression of multiple ORC segments for ELR,Submitted,3,,6.07S,,,6/19/2015,,,,,,,,Y,,,
,CS,LAB,13032,INFCE: RES.STAT is not set up for MIC Textual Results,Submitted,3,,6.07S,,,6/19/2015,,,,,,,,,,,
,CS,LAB,13039,INFCE - Default ethnicity value to unknown for MU2 LAB interface,Submitted,3,,"6.07S, 6.15S",,,6/19/2015,,,,,,,,,,,
,CS,LAB,13049,NMI - File to multiple lab sites,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.14C, 6.15C",,"LAB.C.REQ.xi.file.ord.hl7.comp, LAB.C.SPEC.xi.file.res.hl7.comp",6/19/2015,LAB 1984,5/21/2015,Y,,,,,,,,
,CS,LAB,13077,NMI: OBR|25 Incorrect Flag For Corrected Special Results,Submitted,3,,"6.0S, 6.07S, 6.08S, 6.1S, 6.13S, 6.14S, 6.15S",,,6/19/2015,,,,,,,,Y,,,
,CS,LAB,13087,"INFCE: Send ""0000"" when collection time is ""UNK"" for our Reference Lab Infce",Submitted,3,,6.07S,,,6/19/2015,,,,,,,,,,,
,CS,LAB,13093,INFCE: MEDINET.RR OBX|5 isn't filing correctly for antibiotic OBX segments,Submitted,3,,6.07S,,,6/19/2015,,,,,,,,,,,
,CS,LAB,13098,INFCE: Generator Mnemonic appearing in PV1|1 in Outbound LAB Orders,Submitted,3,,"6.07S, 6.15S",,,6/19/2015,,,,,,,,,,,
,CS,LAB,13110,INFCE: Result comments for LAB Results not being sent out after CS LAB 12760,Draft,3,,"6.0D, 6.07D, 6.08D, 6.1D, 6.14D, 6.15D",,LAB.C.SPEC.xo.format.hl7.discres.nomen,6/19/2015,,8/20/2015,,,,,,Y,,,
,CS,LAB,13115,"INFCE: LAB ""comp"" Results formatter - OBX-4 SubId missing for Result Prompts",Submitted,3,,"6.0S, 6.07S, 6.1S, 6.13S, 6.14S, 6.15S",,,6/19/2015,,,,,,,,,,,
,CS,LAB,13124,INFCE - Send the Responsible Observer in OBX|16,Submitted,3,,"6.0S, 6.07S, 6.1S, 6.13S, 6.14S, 6.15S",,,6/19/2015,,,,,,,,Y,,,
,CS,LAB,13141,INFCE: CS LAB 12508 causes PV1|1 to populate as the msg gen mnemonic,Submitted,3,,"6.0S, 6.07S, 6.1S, 6.14S, 6.15S",,,6/19/2015,,,,,,,,,,,
,CS,LAB,13159,INFCE: NTE Query segments missing from ELR interface,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13Q, 6.14C, 6.15C",,LAB.C.SPEC.xo.format.hl7.discres.nomen,6/19/2015,LAB 1999,7/16/2015,Y,,,,,Y,,,
,CS,LAB,13165,File Organism Description for Cross-Ref Organisms,Submitted,3,,"6.07S, 6.1S",,,6/19/2015,,,,,,,,,,,
,CS,LAB,13176,INFCE - Add patient home phone number to LAB orders outbound interface,Submitted,3,,"6.07S, 6.1S, 6.15S",,,6/19/2015,,,,,,,,,,,
,CS,LAB,13183,INFCE: Multiple issues with LAB.RES.ACP and LAB.RES.PH interface,Submitted,3,,"6.07S, 6.15S",,,6/19/2015,,,,,,,,Y,,,
,CS,LAB,13193,AVERA INFCE: LAB Inbound Orders needs to utilize new smart search,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.14C, 6.15C",,"LAB.C.REQ.xi.file.ord.hl7.comp, LAB.C.REQ.xi.ord.filer",6/19/2015,LAB 1986,5/21/2015,Y,,,,,,,,
,CS,LAB,13194,Send the Blood Type Name as well as the mnemonic in OBX|5,Submitted,3,,6.07S,,,6/19/2015,,,,,,,,,,,
,CS,LAB,13226,LAB Orders Out - GT1 segment can be sent without guarantor info,Draft,3,Y,"6.0D, 6.07D, 6.08D, 6.1D, 6.13D, 6.14D, 6.15D",,LAB.C.REQ.xo.format.ord.hl7.comp,6/19/2015,,9/17/2015,,,,,,,,,
,CS,LAB,13228,INFCE: LAB Nomen - SPM|4.1.5 through SPM|4.1.8 not getting a value,Submitted,3,,6.07S,,,6/19/2015,,,,,,,,,,,
,CS,MIS,11681,INFCE: Temp files not being deleted if interface crashes,Submitted,3,,"6.0S, 6.05S, 6.06S, 6.07S, 6.08S, 6.1S, 6.12S, 6.13S, 6.14S, 6.15S",,,6/19/2015,,,,,,,,,,,
,CS,MIS,12477,INFCE: MON IN HL7 incorrectly added to Home Care Interfaces - Add HC ORD OM,Completed,4,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C",4,"MIS.TOOL.BOX.init.x.msg.type, MIS.XIO.build.ptct.maestro.interfaces, ~.tool.box.interface.install.menu, ~.tool.box.ptct.interfaces",6/19/2015,MIS 1638,10/9/2011,,Y,Y,,,,,,
,CS,MIS,12529,INFCE: EMPI Wizard needs to add Facilities to message type,6.1-Completed,4,Y,"6.1C, 6.12C, 6.13C, 6.14C",,"MIS.XIO.build.empi.hl7, MIS.XIO.focus.reg.to.hl7, MIS.XIO.focus.to.hl7",6/19/2015,,10/24/2011,,,,,,,,,
,CS,MIS,12794,INFCE: OUID/OID Parameter for R1828 limited to 25 characters needs increase,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C",4,,6/19/2015,MIS 1612,9/11/2011,,Y,Y,,,,,,
,CS,MIS,12995,EMPI: Need to seperate hook program from outbound ADT,6.1-Completed,4,,"6.1C, 6.13C, 6.14C",,"MIS.TOOL.BOX.init.x.msg.type, MIS.XIO.focus.reg.to.hl7.empi",6/19/2015,,3/6/2012,,,,,,,,,
,CS,MIS,13071,INFCE: Messages can not be searched for NEW patients in M-AT inbox,6.1-Completed,4,,"6.1C, 6.13C, 6.14C, 6.15C",,MIS.XIO.x.hook.hl7.to.focus.adt,6/19/2015,,4/3/2012,,,,,,,,,
,CS,MIS,13365,Update Online Help for Message Generator Dictionary in Toolbox,Completed,5,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C",4,,6/19/2015,MIS 1683,12/29/2012,,Y,Y,,,,,,
,CS,MIS,13533,INFCE: MIS-INOUTBOX Alerts not checking proper queues for ADM / LAB infces,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C",4,MIS.XIO.im.alerts,6/19/2015,MIS 1613,4/27/2012,,Y,Y,,,,,,
,CS,MIS,13729,INFCE: ERX.M.XIO QUEUED Msgs not Filing When Can't Switch to MRI,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",4,MIS.EDI.xi.file.ncpdp.rx,6/19/2015,MIS 1758,1/16/2014,,Y,Y,,,,,,
,CS,MIS,14011,Build Other Vendor Lab Orders to OM Interface' wizard missing connection,6.1-Completed,3,,6.13C,,MIS.XIO.build.ov.to.focus.om.connections,6/19/2015,,9/1/2012,,,,,,,,,
,CS,MIS,14054,INFCE: Subject not populating for REG ADT to OV,6.1-Completed,4,Y,"6.1C, 6.13C, 6.14C",,MIS.XIO.focus.reg.to.hl7,6/19/2015,,1/13/2013,,,,,,,,,
,CS,MIS,14106,INFCE - CCD - PIX response msgs failing and not creating ITI-41 events,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",4,"MIS.XML.PROTO.init, MIS.XML.UTIL.xi.file.iti.45",6/19/2015,MIS 1711,2/20/2014,,Y,Y,,Y,,,,
,CS,MIS,14214,"INFCE: System Status Board - *None* Status for DSs, Backlog & Oldest issues",Submitted,3,,"6.0S, 6.05S, 6.06S, 6.07S, 6.08S, 6.1S, 6.12S, 6.13S, 6.14S, 6.15S",,,6/19/2015,,,,,,,,,,,
,CS,MIS,14342,INFCE: ITI.43 filer unable to find CCD using the MIME link,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C",4,MIS.XML.UTIL.xi.file.iti.43,6/19/2015,MIS 1688,2/12/2013,,Y,Y,,Y,,,,
,CS,MIS,14389,INFCE - ITI-41 interface sends invalid ID Root value in CCD Text,,3,,"6.0R, 6.05R, 6.06R",,,6/19/2015,,,,,,,Y,,,,
,CS,MIS,14577,INFCE: Inbound message reports- error codes getting removed,Completed,4,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",4,"MIS.XI.MSG.build.err.sel.open, MIS.XI.MSG.err.code.look, MIS.XIO.REPORT.build.lookups",6/19/2015,MIS 1697,5/27/2013,,Y,Y,,,,,,
,CS,MIS,14653,INFCE - Homecare vitals filer fails valid messages if ZOV segment missing,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C",4,MIS.XIO.file.vitals.hl7.2.focus.ptct,6/19/2015,MIS 1655,2/1/2013,,Y,Y,,,,,,
,CS,MIS,14666,INFCE: event is skipped if not ready in time,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"MIS.XO.EVENT.Q.driver, MIS.XO.EVENT.Q.driver.foc.direct, MIS.XO.EVENT.Q.driver.focus, MIS.XO.EVENT.Q.driver.pacs, MIS.XO.EVENT.Q.driver.res.mtltc",6/19/2015,MIS 1868,2/5/2013,,Y,Y,,,,,,
,CS,MIS,14714,INFCE - HTTP Delivery Services can become stuck when SOAP envelope is not sent,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,MIS.XIO.soap.wrapper,6/19/2015,MIS 1862,2/16/2013,,Y,Y,,Y,,,,
,CS,MIS,14841,INFCE: EDI 271 Deliver service does not reset port due to inactivity,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",4,MIS.X.DEL.TYPE.from.ansi271,6/19/2015,MIS 1695,3/18/2013,,Y,Y,,,,,,
,CS,MIS,14917,"The EDI 5010 DTP segment populates with ""472"" instead of ""291""",Completed,3,,"6.0C, 6.07C, 6.08C",4,MIS.EDI.xo.format.ansi.270.5010,6/19/2015,MIS 1610,4/5/2013,,Y,Y,,,,,,
,CS,MIS,14922,CDA: Additional races not appearing in 6.1x,6.1-Completed,3,,"6.1C, 6.13C, 6.14C",,MIS.XIO.ehr.build.cda.data,6/19/2015,,3/30/2013,,,,,Y,,,,
,CS,MIS,14973,Online Help - Create new EDI wizard help,6.1-Completed,4,,"6.1C, 6.13C, 6.14C",,,6/19/2015,,8/5/2013,,,,,,,,,
